date,year,type,country,area,location,activity,sex,age,fatal_y_n,time,species,activity_group,species_group
2022-10-02,2022,Unprovoked,USA,California,Centerville Beach,Surfing,M,31.0,N,15h30,"White shark, 13'",surfing,white shark
2022-07-10,2022,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,N,,6' shark,surfing,other shark
2022-06-28,2022,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sanctuary Beach, Plettenberg Bay",Swimming,M,,Y,14h09,While shark,swimming,other shark
2022-04-30,2022,Unprovoked,FRENCH POLYNESIA,Tahiti,"Pointe des pêcheurs, Punaahuia",,M,22.0,N,Morning,"Tiger shark, 2 to 2.5m",other,tiger shark
2022-02-26,2022,Unprovoked,USA,California,"San Miguel Islandl, Santa Barbara County",Boogie boarding,M,42.0,Y,11h24,White shark,watercraft,white shark
2021-12-06,2021,Unprovoked,AUSTRALIA,Victoria,Ocean Grove Beach,Swimmingq,F,15.0,N,19h20,,swimming,unknown
2021-10-03,2021,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,38.0,N,09h00,,surfing,unknown
2021-04-20,2021,Unprovoked,USA,Hawaii,Kukio Bay,Swimming,F,57.0,N,08h56,Tiger shark,swimming,tiger shark
2021-04-19,2021,Unprovoked,AUSTRALIA,Western Australia,Karratha,,M,,N,15h40,,other,unknown
2021-03-18,2021,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Wading,M,20.0,N,Afternoon,"Blacktip shark, 6'",swimming,other shark
2021-02-02,2021,Watercraft,USA,Maui,Ukumehama,Kayaking,M,,N,14h00,White shark,watercraft,white shark
2020-11-22,2020,Unprovoked,AUSTRALIA,Western Australia,Cable Beach,Body boarding,M,59.0,Y,08h40,Bull shark,watercraft,bull shark
2020-09-17,2020,Provoked,AUSTRALIA,Queensland,Fraser Island,Fishing,M,,N,16h00,whitetip shark,fishing,other shark
2020-07-23,2020,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,11.0,N,,,swimming,unknown
2020-03-21,2020,Unprovoked,AUSTRALIA,Queensland,Cairns,,F,,N,Midday,,other,unknown
2020-03-02,2020,Unprovoked,FIJI,Vanua Levu,"Tawake, Cakaudrove",Spearfishing,M,26.0,N,Early Morning,,fishing,unknown
2019-12-12,2019,Questionable,REUNION ISLAND,,,Kayaking,M,70.0,,,3.4 m tiger shark,watercraft,other shark
2019-10-29,2019,Unprovoked,AUSTRALIA,Queensland,"Off Airlie Beach, Whitsundays",Snorkeling,M,,N,10h20,Tiger shark,other,tiger shark
2019-05-20,2019,Unprovoked,USA,New Jersey,"Ship Bottom, Ocean County",Body Boarding,M,67.0,N,,Shark involvement unconfirmed but considered probable,watercraft,other shark
2019-05-04,2019,Provoked,BRAZIL,Fernando de Noronha,Praia de Porto,Fishing,M,12.0,N,,Lemon shark pup,fishing,other shark
2019-04-23,2019,Unprovoked,USA,Hawaii,"Anaehoomalu Bay, Hawaii",Kayaking,F,65.0,N,08h30,Tiger shark,watercraft,tiger shark
2018-12-09,2018,Unprovoked,NEW ZEALAND,North Island,Ti Point,Spearfishing,M,50.0,N,08h00,Bronze whaler 2.5m,fishing,other shark
2018-10-08,2018,Provoked,AUSTRALIA,Queensland,Swain Reef,Fishing,M,55.0,N,Afternoon,reef shark,fishing,other shark
2018-07-29,2018,Unprovoked,USA,Florida,"St Augustine, St Johns County",Surfing,M,14.0,N,,,surfing,unknown
2018-07-14,2018,Under investigation,USA,Florida,"Playalinda Beach, Brevard County",Surfing,F,14.0,N,13h30,,surfing,unknown
2018-02-11,2018,Invalid,BRAZIL,"Boi Island, Victoria",Espirito Santo,Cleaning fish,F,46.0,N,,"Injury believed caused by an eel, not a shark",fishing,other shark
2017-10-23,2017,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,F,60.0,N,08h00,,swimming,unknown
2017-09-01,2017,Watercraft,AUSTRALIA,Westerm Australia,Esperance,Fishing,,,N,,"White shark, 3.5m",fishing,white shark
2017-04-26,2017,Invalid,USA,Florida,,Photo shoot,F,,,,No shark invovlement - it ws a publicity stunt,other,other shark
2016-10-10,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29.0,N,16h00,,surfing,unknown
2016-08-25,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49.0,N,16h00,,swimming,unknown
2016-06-27,2016,Unprovoked,USA,South Carolina,Sullivan's Island,,M,35.0,N,16h20,3' to 4' shark,other,other shark
2016-03-31,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46.0,N,11h00,,other,unknown
2015-06-11,2015,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,F,13.0,N,12h45,4' shark,watercraft,other shark
2015-06-07,2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,11.0,N,10h50,"Bull shark, 5'",other,bull shark
2015-05-25,2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,M,19.0,N,08h00,1m to 1.2 m shark,fishing,other shark
2015-03-07,2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,M,,N,,Blacktip Reef shark,other,other shark
2014-10-12,2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,F,,N,15h30,,surfing,unknown
2014-09-21,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,N,11h30,,surfing,unknown
2014-08-25,2014,Provoked,USA,Florida,Apalachicola Bay,Fishing for sharks,M,,N,,"Bull shark, 4.5'",fishing,bull shark
2014-08-09,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,10.0,N,13h30,,swimming,unknown
2014-06-27,2014,Watercraft,ST. MARTIN,,20 miles from shore,Transatlantic Rowing,M,48.0,N,,Oceanic whitetip shark',other,other shark
2014-02-07,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28.0,N,20h30,7-gill shark?,surfing,other shark
2013-08-14,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20.0,Y,16h30,Tiger shark?,other,tiger shark
2013-07-29,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,18.0,N,14h10,"Tiger shark, 8' to 10'",surfing,tiger shark
2012-12-30,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,23.0,N,12h45,2.5 m shark,surfing,other shark
2012-11-27,2012,Invalid,AUSTRALIA,Queensland,Mooloolaba,,M,20.0,,14h50,No shark involvement,other,other shark
2012-09-08,2012,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,M,25.0,N,12h00,,surfing,unknown
2012-04-19,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,Body boarding,M,20.0,Y,12h30,"White shark, 4 m to 5m",watercraft,white shark
2012-03-20,2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,M,20.0,N,17h00,Possibly a bull shark,surfing,other shark
2011-12-07,2011,Invalid,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surf skiing,M,,,,Shark involvement not confirmed,surfing,other shark
2011-12-05,2011,Invalid,AUSTRALIA,Queensland,Bushy Ilet,Spearfishing,,,,,Shark involvement not confirmed,fishing,other shark
2011-11-22,2011,Watercraft,USA,California,Pigeon Point,Kayaking,M,,N,,"White shark, 15' to 16'",watercraft,white shark
2011-07-22,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,29.0,N,10h00,"White shark, 3m to 4m",surfing,white shark
2008-06-26,2011,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10.0,N,Afternoon,"Bull shark, 6'",surfing,bull shark
2011-01-12,2011,Unprovoked,MEXICO,Quintana Roo,Xcalak,Attempting to fix motor,M,37.0,N,,,other,unknown
2010-08-02,2010,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",Standing,F,37.0,N,11h00,3' to 4' shark,swimming,other shark
2010-04-28,2010,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29.0,N,Afternoon,"Lemon shark, 6'",other,other shark
2009-06-14,2009,Provoked,VIETNAM,,,Fishing for sharks,M,,N,,White shark,fishing,white shark
2009-04-17,2009,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31.0,N,13h15,2' to 3' shark,surfing,other shark
2009-03-27,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing,M,59.0,N,,Raggedtooth shark,fishing,other shark
2008-12-30,2008,Invalid,AUSTRALIA,Western Australia,Port Kennedy Beach,Crabbing,,,,09h30,No shark involvement,other,other shark
2008-12-27,2008,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51.0,Y,07h00,4 to 5m white shark,other,other shark
2008-07-25,2008,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44.0,N,08h45,,other,unknown
2008-06-07,2008,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Body surfing,M,40.0,N,,,surfing,unknown
2008-04-28,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18.0,N,11h45,4' shark,surfing,other shark
2008-04-26,2008,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,M,32.0,N,Morning,"Bull shark, 1.8m",swimming,bull shark
2008-03-28,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,M,39.0,N,,,surfing,unknown
2008-03-23,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13.0,N,11h30,2.5' shark,surfing,other shark
2007-09-30,2007,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas",M,,Y,14h40,,other,unknown
2007-09-08,2007,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Wading,F,58.0,N,11h45,,swimming,unknown
2007-09-05,2007,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,36.0,N,13h42,,swimming,unknown
2006-12-02,2006,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,M,15.0,N,07h30,"White shark, 5m",watercraft,white shark
2006-08-29,2006,Unprovoked,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,,N,16h00,"Bronze whaler shark, 6'",surfing,other shark
2006-07-17,2006,Invalid,AUSTRALIA,Torres Strait,Western Province,,,,,,Shark involvement prior to death was not confirmed,other,other shark
2006-05-04,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,,N,16h30,,swimming,unknown
2006-04-03,2006,Unprovoked,USA,Florida,"Marco Island, Collier County",Wading,M,11.0,N,12h30,,swimming,unknown
2005-10-21,2005,Unprovoked,USA,California,"Klamath River mouth, Del Norte County",Surfing,M,36.0,N,11h00,White shark,surfing,white shark
2005-06-20,2005,Unprovoked,MEXICO,Baja California,San Luis beach,Surfing,M,,N,07h00,,surfing,unknown
2005-04-09,2005,Invalid,USA,Florida,"Central Gulf Coast, St. John County",Surfing,M,52.0,,,Shark involvement not confirmed,surfing,other shark
2004-10-06,2004,Unprovoked,REUNION,Conservatória District,"P' tit Paris, Saint-Pierre",Body boarding,M,15.0,N,16h15,Thought to involve a 2.5 m bull or tiger shark,watercraft,other shark
2004-04-22,2004,Watercraft,NEW ZEALAND,North Island,Motunui,Fishing,,,N,,"White shark, 5.5 m [18']",fishing,white shark
2004-01-12,2004,Unprovoked,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,Diving,M,,N,Midday,"Raggedtooth shark, 3.5 m [11.5']",diving,other shark
2003-03-10,2003,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,,N,,60 cm [2'] captive shark,other,other shark
2002-09-30,2002,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,47.0,N,16h20,4' to 5' shark,surfing,other shark
2002-07-10,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Surfing,M,22.0,N,15h00,Bull or tiger shark,surfing,bull shark
2002-04-18,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,28.0,N,11h10,,surfing,unknown
2002-01-30,2002,Unprovoked,AUSTRALIA,Western Australia,Collie River,Swimming,M,32.0,N,,,swimming,unknown
2002-01-01,2002,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,M,35.0,N,13h00,"Tiger shark, 1.8 m [6']",other,tiger shark
2001-08-12,2001,Unprovoked,THAILAND,Rayong Province,Laem Mae Pim Beach,Fell off banana boat,M,,N,,3 m [10'] shark,watercraft,other shark
2001-07-03,2001,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",,,,N,,,other,unknown
2001-06-09,2001,Invalid,AUSTRALIA,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),Hiking on the beach,M,75.0,,,Shark involvement prior to death was not confirmed,other,other shark
2001-05-18,2001,Provoked,PHILIPPINES,Zamboanga del Sur Province,,Shark fishing,M,24.0,N,,,fishing,unknown
2001-05-03,2001,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,45.0,N,19h00,1.2 m to 1.5 m [4' to 5'] shark,surfing,other shark
2001-01-24,2001,Watercraft,AUSTRALIA,New South Wales,South West Rocks,Kayaking,M,35.0,N,,5 m shark,watercraft,other shark
2000-03-03,2000,Invalid,NEW ZEALAND,North Island,Between the Kakanui River and Campbell's Bay,Kayaking,M,27.0,,,Shark involvement  questionable,watercraft,other shark
1999-03-14,1999,Provoked,NEW ZEALAND,,,Fishing,M,28.0,N,,"Mako shark, 1.3 m gaffed",fishing,other shark
1998-08-26,1998,Unprovoked,USA,California,"Stinson Beach, Marin County",Boogie boarding,M,16.0,N,14h16,"White shark, 5 m to 6 m [16.5' to 20']",watercraft,white shark
1998-01-01,1998,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee",Spearfishing on scuba & transferring fish onto a stringer,M,,N,,sandtiger shark,fishing,other shark
1997-06-09,1997,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,18.0,N,18h00,Possibly a spinner shark,surfing,other shark
1996-09-01,1996,Invalid,USA,South Carolina,"Garden City Beach, Horry County",Boogie boarding,F,28.0,,Afternoon,Shark involvement not confirmed,watercraft,other shark
1996-07-04,1996,Unprovoked,BAHAMAS,Cat Cay,,Diving,M,24.0,N,,,diving,unknown
1996-04-25,1996,Unprovoked,AUSTRALIA,New South Wales,Mona Vale,Swimming,F,16.0,N,,Wobbegong shark,swimming,other shark
1995-06-02,1995,Unprovoked,HONG KONG,New Territories,Sheung Sze Wan Beach,Swimming,M,29.0,Y,14h30,1.8 m to 2.1 m [6' to 7'] shark,swimming,other shark
1994-10-17,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,,N,,,surfing,unknown
1993-03-01,1993,Unprovoked,NEW CALEDONIA,South Province,Île de Casey,Swimming,,,N,,,swimming,unknown
1992-11-06,1992,Unprovoked,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,17.0,N,14h15,,surfing,unknown
1990-10-27,1990,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,26.0,N,20h30,,swimming,unknown
1990-03-24,1990,Unprovoked,FIJI,Laucala Island,,Swimming,M,30.0,N,,,swimming,unknown
1989-09-03,1989,Provoked,USA,California,24 km off Santa Catalina Island in the Channel Islands,Filming 5' blue shark,M,46.0,N,,Blue Shark,other,other shark
1987-09-18,1987,Unprovoked,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",Scuba Diving for scallops,M,47.0,Y,,White shark,diving,white shark
1986-08-01,1986,Unprovoked,FRANCE,Gulf of Lyons,Gruissan,,,,N,,,other,unknown
1986-02-01,1986,Unprovoked,AUSTRALIA,Victoria,Jan Juc Beach,Surfing,M,29.0,N,06j00,"Bronze whaler shark, 3.5 m",surfing,other shark
1985-08-17,1985,Invalid,USA,Florida,"Bayport, Hernando County",Scuba diving,M,67.0,,10h30,Shark involvement prior to death not confirmed,diving,other shark
1983-11-10,1983,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,F,,,,Shark involvement prior to death was not confirmed,swimming,other shark
1983-08-20,1983,Unprovoked,USA,Oregon,"Cape Kiwanda,Tillamook County",Surfing,M,,N,10h00,White shark,surfing,white shark
1983-08-15,1983,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,14.0,N,Morning,Sand shark,swimming,other shark
1982-02-14,1982,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,F,,N,,,swimming,unknown
1980-04-01,1980,Unprovoked,MEXICO,Sinaloa,Mazatlán,Body surfing,F,13.0,N,Early afternoon,Tiger shark,surfing,tiger shark
,1980,Unprovoked,TONGA,Ha'api,Ha'ano Island,Spearfishing,M,,N,AM,,fishing,unknown
1977-08-14,1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",Free diving for abalone (surfacing),M,20.0,N,11h45,"White shark, 5.5 m to 6 m [18' to 20']",surfing,white shark
1976-10-06,1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,20.0,N,11h00,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",surfing,white shark
1976-01-08,1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",Spearfishing / scuba diving,M,25.0,N,,6' shark,fishing,other shark
1974-08-10,1974,Unprovoked,CROATIA,Split-Dalmatia County,"Lokva Rogoznica, Omis",,M,21.0,Y,15h00,"White shark, 5 m [16.5']",other,white shark
1974-05-26,1974,Unprovoked,USA,California,"Tomales Point, Marin County",Free diving (but on surface),M,45.0,N,11h30,"White shark, 5 m [16.5']",surfing,white shark
1974-01-01,1974,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Preluka Harbour,,,,Y,,,other,unknown
1973-09-29,1973,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Mission Rocks,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,,Y,,,fishing,unknown
1972-08-29,1972,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,15.0,N,Evening,,surfing,unknown
1971-10-23,1971,Unprovoked,USA,Florida,"Ft. Pierce, St Lucie County",Surfing,M,18.0,N,Afternoon,5' to 6' shark,surfing,other shark
1971-10-14,1971,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,25.0,N,Evening,1.5 m to 2 m shark,swimming,other shark
1971-01-01,1971,Unprovoked,AUSTRALIA,South Australia,Southport,Surfing,M,15.0,N,,White shark,surfing,white shark
1970-10-24,1970,Unprovoked,USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",Body surfing,M,,N,,,surfing,unknown
1970-06-22,1970,Provoked,USA,Florida,"Dania, Broward County",Fishing,M,13.0,N,,7.5' shark,fishing,other shark
1970-06-15,1970,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",Scuba Diving,M,25.0,N,16h00,"Raggedtooth shark, 2 m [6'9], 5-year-old, captive female",diving,other shark
1970-04-01,1970,Provoked,,,,Freediving,M,,N,,Wobbegong shark,diving,other shark
1969-11-30,1969,Unprovoked,AUSTRALIA,Western Australia,"Swan River, 13 miles upstream",Swimming,M,15.0,N,Afternoon,,swimming,unknown
1968-08-11,1968,Unprovoked,MALAYSIA,Johor,Pulau Aur,Leaving the water,,41.0,N,08h00,,other,unknown
1968-05-18,1968,Invalid,TANZANIA,Mafia Island,,Schooner sank during a storm,,,,,Shark involvement not confirmed,other,other shark
1967-08-25,1967,Unprovoked,ITALY,Liguria,"Marinella Sarzana, La Spezia",Spearfishing on Scuba,M,,N,,,fishing,unknown
1967-08-15,1967,Unprovoked,BERMUDA,Hamilton,Hamilton,Floating,F,19.0,N,16h00,,other,unknown
1967-01-06,1967,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,15.0,N,,sand shark,other,other shark
1965-07-26,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Bathing,M,25.0,Y,17h00,,swimming,unknown
1964-06-23,1964,Unprovoked,FIJI,Lau Group,"Tovu, Totoya Island",Spearfishing,M,23.0,N,,,fishing,unknown
1963-09-13,1963,Provoked,AUSTRALIA,New South Wales,Wanda Beach,Surfing,M,18.0,N,09h30,1.5 m [5'] shark,surfing,other shark
1963-08-01,1963,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,Rio Haina Port,"Swimming, when caught in heavy seas",M,,Y,,8 sharks,swimming,other shark
,1963,Unprovoked,FIJI,Vita Levu,Korolevu (South coast between Nadi & Suva),,,,,,,other,unknown
1962-11-11,1962,Unprovoked,USA,California,Farallon Islands,Spearfishing / Scuba diving (at surface),M,24.0,N,12h45 / 13h45,"White shark, 4.3 m to 4.9m [14' to 16']",surfing,white shark
1962-07-19,1962,Provoked,USA,California,30 miles south of San Clemente Island,Fishing for albacore,M,19.0,N,16h30,Blue shark,fishing,other shark
1962-06-07,1962,Watercraft,AUSTRALIA,Western Australia,Emu Point,Fishing,,,N,07h00,,fishing,unknown
1962-03-25,1962,Watercraft,AUSTRALIA,New South Wales,Norah Head,Fishing & spearfishing,,,N,,"Bronze whaler shark, 4.6 m [15']",fishing,other shark
1961-08-04,1961,Unprovoked,BERMUDA,,6 miles from shore,Spearfishing,M,22.0,N,11h00,"Blacktip shark, 1.8 m to 2.1 m [6' to 7']",fishing,other shark
1961-01-03,1961,Invalid,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,,,,,,Shark involvement prior to death was not confirmed,other,other shark
1960-04-01,1960,Unprovoked,FIJI,Vanua Levu,Off the Bua coast,Fishing in shoulder-deep water,F,,Y,,,fishing,unknown
1959-12-29,1959,Watercraft,AUSTRALIA,Queensland,Scotts Point Beach,Paddling,,,N,Afternoon,3.7 m [12'] tiger shark,other,other shark
1959-09-26,1959,Watercraft,USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort",Gigging for flounder,,,,Midnight,"Said to involve white shark, but species identify questionable",other,other shark
1959-05-16,1959,Unprovoked,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",,F,37.0,N,,1.2 m [4'] shark,other,other shark
1959-04-09,1959,Unprovoked,USA,Hawaii,"Hilo, off Kaua'i",Fishing,M,,N,,,fishing,unknown
1958-08-31,1958,Boat,MEXICO,Baja California,Ensenada,Boat stopped to repair electric pump,,,N,07h15,"Hammerhead shark, 5.2 m [17']",watercraft,other shark
1958-07-02,1958,Provoked,USA,Florida,"Siesta Key, Sarasota County",Free diving,M,20.0,N,14h30,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",diving,other shark
1958-07-01,1958,Unprovoked,USA,Florida,"Sarasota, Sarasota County",,M,,N,,,other,unknown
