date,year,type,country,area,location,activity,sex,age,fatal_y_n,time,species,activity_group,species_group
1922-09-29,1922,Unprovoked,BARBADOS,Lucy,Pie Corner,Fishing,M,16.0,Y,,,fishing,unknown
1922-06-17,1922,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Floating,F,18.0,Y,,1.8 m [6'] shark,other,other shark
1920-02-03,1920,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,Floating face down,F,18.0,N,17h30,,other,unknown
1919-01-09,1919,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Wading,M,13.0,Y,07h30,12' shark,swimming,other shark
1917-06-03,1917,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming beside launch,M,,N,P.M.,,swimming,unknown
1916-12-08,1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming 10 m from shore,F,,N,08h58,,swimming,unknown
1913-05-02,1913,Provoked,AUSTRALIA,New South Wales,,Hauling in net,M,,N,,,other,unknown
1913-01-01,1913,Unprovoked,AUSTRALIA,Victoria,Brighton,,M,,N,,,other,unknown
1910-11-28,1910,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,,Fishing,M,,N,,Angel shark,fishing,other shark
1909-12-05,1909,Provoked,AUSTRALIA,New South Wales,Bondi,Fishing,M,,N,,7' shark,fishing,other shark
1908-09-21,1908,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Fell from the jetty,M,,Y,,Remains recovered from 3 sharks,other,other shark
1907-03-07,1907,Unprovoked,MALTA,Harare Province,Marsaskala,Fishing,M,,Y,,"White shark, 6 m",fishing,white shark
1907-02-09,1907,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",M,,N,,,watercraft,unknown
1906-09-27,1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,,Y,,,swimming,unknown
1906-04-02,1906,Invalid,AUSTRALIA,New South Wales,Moodie Beach,.,M,18.0,,,Questionable,other,unknown
1905-02-10,1905,Invalid,AUSTRALIA,Victoria,Elwood,Bathing,M,23.0,,,Questionable,swimming,unknown
1903-06-21,1903,Unprovoked,AUSTRALIA,New South Wales,Georges River,Swimming,M,,Y,,,swimming,unknown
1902-08-08,1902,Unprovoked,USA,Hawaii,"Kalihi, O'ahu",Catching crabs,M,,Y,,,other,unknown
1902-06-01,1902,Unprovoked,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",Sponge diving,M,,N,,,diving,unknown
1900-12-27,1900,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sydney",Bathing,M,,Y,,,swimming,unknown
,1900,Unprovoked,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",,M,,N,,,other,unknown
1899-06-02,1899,Invalid,NEW ZEALAND,North Island,East Cape,Attempting to land a boat from the Hinemoa,M,,,,Shark involvement not confirmed,watercraft,other shark
1895-02-23,1895,Unprovoked,PANAMA,Bocas del Toro,,"Swimming, after sailboat capsized",M,,Y,,,swimming,unknown
1892-11-06,1892,Unprovoked,AUSTRALIA,Queensland,"Wellington Point, Brisbane",Swimming,F,,N,,,swimming,unknown
1890-12-30,1890,Invalid,AUSTRALIA,Queensland,Moreton Bay,Swimming to shore after boat capsized by a squall,,,,,Shark involvement prior to death unconfirmed,swimming,other shark
1889-10-03,1889,Unprovoked,INDIA,Tamil Nadu,Madras,Swimming,M,,Y,,,swimming,unknown
1887-02-08,1887,Provoked,SOUTH AFRICA,Western Cape Province,Blaauwberg,,,,N,,4.7 m [15.5'] shark,other,other shark
1882-05-14,1882,Unprovoked,AUSTRALIA,New South Wales,Millers Point,Fell overboard,M,,N,Afternoon,,watercraft,unknown
1882-04-15,1882,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,M,,Y,,,fishing,unknown
1881-07-25,1881,Unprovoked,,,Santa Cruz,Bathing,M,,N,,,swimming,unknown
1880-05-07,1880,Invalid,MEXICO,Guerro,Acapulco,,M,,,,Shark involvement prior to death unconfirmed,other,other shark
1878-10-24,1878,Unprovoked,INDONESIA,East Java,Probolinggo,Swimming,M,22.0,Y,,15' shark,swimming,other shark
1878-09-14,1878,Provoked,USA,Connecticut,"Branford, New Haven County",Fishing,M,,N,,,fishing,unknown
1878-03-30,1878,Unprovoked,NEW GUINEA,,,,M,,N,,,other,unknown
1877-04-07,1877,Provoked,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart,,M,,N,,7-gill shark,other,other shark
1877-03-11,1877,Unprovoked,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River",,M,15.0,N,,,other,unknown
1871-12-11,1871,Invalid,AUSTRALIA,New South Wales,Hawkesbury River,,M,,,,Shark involvement prior to death unconfirmed,other,other shark
1864-04-01,1864,Unprovoked,MAURITIUS,,,Fell overboard,M,,Y,,,watercraft,unknown
1864-01-02,1864,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",Standing / Bathing,M,,N,,,swimming,unknown
1864-01-01,1864,Invalid,AUSTRALIA,South Australia,"Corio Bay, Port Phillip",Swimming,M,,,,Shark involvement prior to death unconfirmed,swimming,other shark
1860-08-01,1860,Unprovoked,USA,New York,Brooklyn,Swimming,M,,N,Evening,,swimming,unknown
1855-02-12,1855,Unprovoked,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),Swimming,M,,Y,,,swimming,unknown
,1853,Unprovoked,USA,North Carolina,"Morehead, Carteret County",Hard hat diving,M,,N,,White shark,diving,white shark
2023-02-19,2023,Unprovoked,USA,Florida,"Jupiter Island, Martin County",Surfing,M,60.0,N,17h30,,surfing,unknown
2022-05-03,2022,Provoked,USA,Georgia,"Île de Saint Simon, Glynn County",Fishing,M,,N,19h12,Atlantic blacktip shark,fishing,other shark
2022-04-01,2022,,SOUTH AFRICA,KZN,LaLucia,,M,,N,,,other,unknown
2022-03-08,2022,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,,N,07h50,,surfing,unknown
2022-02-16,2022,Unprovoked,AUSTRALIA,New South Wales,"Buchan Point, Sydney",Swimming,M,36.0,Y,16h30,,swimming,unknown
2022-02-10,2022,Provoked,BAHAMAS,,,,F,37.0,N,,Nurse shark,other,other shark
2021-08-28,2021,Unprovoked,USA,Texas,"Galveston Island, Galveston County",Boogie boarding,M,,N,11h45,,watercraft,unknown
2021-06-14,2021,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,71.0,N,,,swimming,unknown
2021-05-12,2021,Provoked,BELIZE,Ambergris Key,,Baiting sharks,M,57.0,N,10h00,8 ft shark,other,other shark
2021-04-17,2021,Provoked,USA,North Carolina,Outer Banks,Tagging sharks,,,N,,"Mako shark, 4 juvenile",other,other shark
2020-10-29,2020,Unprovoked,USA,"Franklin County, Florida",St George Island,Surfing,M,,N,13h00,,surfing,unknown
2020-07-31,2020,Unprovoked,AUSTRALIA,Western Australia,Bunker Bay Beach,Surfing,M,28.0,N,14h15,"White shark, 4m",surfing,white shark
2010-02-01,2020,Unprovoked,FRENCH POLYNESIA,Marquesas,Ua Huka,Canoeing,M,,N,06h30,,other,unknown
2020-01-12,2020,Unprovoked,THAILAND,Phang Nga Province,Nang Thong Beach,Swimming,M,75.0,N,07h15,,swimming,unknown
2019-12-06,2019,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Free diving,M,57.0,N,09h00,,diving,unknown
2019-11-30,2019,Unprovoked,AUSTRALIA,Queensland,Bargara,Snorkeling,M,30.0,N,18h00,,other,unknown
2019-07-29,2019,Unprovoked,USA,Hawaii,Molokai Channel/,Swimming,M,49.0,N,22h20,Cookiecutter shark,swimming,other shark
2019-07-28,2019,Unprovoked,AUSTRALIA,Queensland,Magra Islet,Snorkeling,F,,,18h30,,other,unknown
2019-06-06,2019,Unprovoked,AUSTRALIA,Tasmania,Maatsuyker Island,Abalone diving,M,,N,,,diving,unknown
2019-03-05,2019,Provoked,SOUTH AFRICA,Eastern Cape Province,30 nm off Port Elizabeth,Fishing,M,46.0,N,16h00,2.5 m shark,fishing,other shark
2018-11-17,2018,Unprovoked,AUSTRALIA,New South Wales,"7 Mile Beach, Gerroa",Surfing,M,24.0,N,13h00,,surfing,unknown
2018-04-10,2018,Invalid,BRAZIL,Alagoas,"Praia de Sauaçuhy, Maceió",Fishing,M,56.0,N,,Shark involvement not confirmed,fishing,other shark
2018-02-23,2018,Unprovoked,AUSTRALIA,New South Wales,"Little Congwong Beach, La Perouse",Swimming,F,55.0,N,"19h00, Dusk","Juvenile white shark,  2.7 to 3.2 m",swimming,other shark
2018-02-15,2018,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Kiama",Walking,M,35.0,N,16h00,"Bull shark, 2 m",other,bull shark
2017-11-04,2017,Unprovoked,CUBA,Holquin Province,Guardalavaca Beach,Night bathing,M,22.0,Y,23h30,Tiger shark,swimming,tiger shark
2017-09-02,2017,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,,N,,,swimming,unknown
2017-07-24,2017,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,M,37.0,N,17h00,,surfing,unknown
2016-10-14,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66.0,N,09h50,,other,unknown
2016-09-15,2016,Watercraft,AUSTRALIA,Western Australia,Bunbury,Fishing,,,N,,,fishing,unknown
2016-03-28,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41.0,N,11h00,,surfing,unknown
2015-12-08,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22.0,N,Morning,,swimming,unknown
2015-11-10,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20.0,N,18h15,"Bull shark, 2.8 to 3.1 m",surfing,bull shark
2014-10-20,2014,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,M,,N,08h00,,watercraft,unknown
2014-10-03,2014,Watercraft,USA,California,Santa Barbara County,Kayaking,M,,N,14h00,"White shark, 18' to 20'",watercraft,white shark
2014-06-01,2014,Unprovoked,USA,Palmyra Atoll,,Tagging sharks,F,37.0,N,,Blacktip Reef shark,other,other shark
2013-12-16,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19.0,N,08h45,"White shark, 3m",surfing,white shark
2013-06-17,2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,15.0,N,14h45,,swimming,unknown
2013-04-14,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,M,,N,,Blue shark,diving,other shark
2013-03-16,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,,N,,,surfing,unknown
2012-12-25,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,20.0,Y,,Tiger shark,swimming,tiger shark
2012-07-24,2012,Invalid,USA,North Carolina,"Ocean Isle, Brunswick County",,M,12.0,,11h45,Shark involvement not confirmed,other,other shark
2012-06-26,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26.0,N,15h00,,surfing,unknown
2011-06-06,2011,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28.0,N,,"Sevengill shark, 6' to 8'",fishing,other shark
2011-05-21,2011,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,M,15.0,Y,11h00,"Tiger shark, 2.8m",watercraft,tiger shark
2011-04-22,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49.0,N,15h30,1' to 2' shark,surfing,other shark
2011-04-16,2011,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,M,41.0,N,Afternoon,possibly a bronze whaler shark,surfing,other shark
2010-12-01,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,46.0,N,10h55,Mako shark,other,other shark
2010-09-07,2010,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Swimming,M,27.0,N,,3' shark,swimming,other shark
2009-12-20,2009,Watercraft,AUSTRALIA,Queensland,Mudjimba Island,Kayaking,M,,N,11h00,,watercraft,unknown
2009-10-28,2009,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,Paddle-boarding,F,17.0,N,07h00,,watercraft,unknown
2009-09-07,2009,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15.0,Y,Afternoon,,swimming,unknown
2009-07-24,2009,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11.0,,10h15,Shark involvement questionable,swimming,other shark
2009-06-01,2009,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50.0,Y,Morning,"Oceanic whitetip shark, 2.5 to 3m",other,other shark
2009-01-24,2009,Watercraft,NEW ZEALAND,North Island,Alderman Islands,Fishing,,,N,19h00,,fishing,unknown
2009-01-13,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",,,,Y,,White sharks,other,white shark
2008-12-01,2008,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,Spearfishing,M,,Y,,Zambesi shark?,fishing,other shark
2008-07-24,2008,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Wading,F,8.0,N,13h00,3' to 4' shark,swimming,other shark
2008-07-19,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,16.0,N,13h55,4' shark,swimming,other shark
2008-07-18,2008,Unprovoked,EGYPT,,Daedalus Reef,Diving,M,,N,,Oceanic whitetip shark,diving,other shark
2008-04-08,2008,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,M,16.0,Y,08h05,Bull shark,watercraft,bull shark
2007-03-21,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,M,11.0,N,Evening,4' to 5' shark,surfing,other shark
2006-12-10,2006,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,43.0,N,11h50,"White shark, 12' to 15'",surfing,white shark
2006-01-28,2006,Watercraft,ATLANTIC OCEAN,300 miles from Antigua,,Competing in the Woodvale Atlantic Rowing Race,M,,N,,12' shark,other,other shark
2005-10-25,2005,Unprovoked,ST. MAARTIN,Simpson Bay,Sunterra Beach,Standing,M,55.0,N,08h00,2' shark,swimming,other shark
2005-09-02,2005,Provoked,THAILAND,,On deck of fishing trawler 100 nautical miles offshore,Removing shark from net,M,21.0,Y,,"2 m [6.75'] shark, 200-kg shark T",other,other shark
2005-07-23,2005,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,61.0,N,11h30,,surfing,unknown
2005-06-27,2005,Unprovoked,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,16.0,N,11h30,Bull shark,fishing,bull shark
2005-01-20,2005,Unprovoked,CUBA,Santiago de Cuba Province,Uvero,Swimming,M,19.0,N,,3 m [10'] shark,swimming,other shark
2004-10-31,2004,Unprovoked,CUBA,Camaguey Province,Santa Lucia,Diving,M,40.0,N,14h00,2.5 m [8.25'] bull shark,diving,other shark
2004-07-02,2004,Unprovoked,USA,Alabama,"Gulf Shores Beach, Baldwin County",Wading,M,7.0,N,16h40,4' to 5' shark,swimming,other shark
2003-11-30,2003,Unprovoked,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,,N,11h30,"Wobbegong shark, 1.2 m [4']",swimming,other shark
2003-10-05,2003,Unprovoked,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Sitting on surfboard,M,50.0,N,12h02,,surfing,unknown
2003-08-08,2003,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Sitting on surfboard,M,16.0,N,08h00,3.5 m [11.5'] white shark,surfing,other shark
2003-06-24,2003,Unprovoked,USA,Hawaii,"Makua Beach, Oahu",Swimming with pod of dolphins,M,60.0,N,08h00,3.7 m to 4.3 m [12' to 14'] shark,swimming,other shark
2002-09-29,2002,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,32.0,N,07h30,,surfing,unknown
2002-03-25,2002,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17.0,N,12h00,Tiger shark,watercraft,tiger shark
2001-09-07,2001,Invalid,USA,South Carolina,"Waites Island, Horry County",Swimming,F,,N,,Shark involvement not confirmed,swimming,other shark
2001-09-02,2001,Unprovoked,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,M,20.0,N,Afternoon,1.5 m [5'] shark,swimming,other shark
2001-08-18,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20.0,N,12h30,Possibly  a blacktip or spinner shark,surfing,other shark
2001-07-06,2001,Unprovoked,USA,Florida,Gulf Islands National Seashore,Swimming,M,8.0,N,Dusk,"Bull shark, 2.3 m [7.5']",swimming,bull shark
2001-05-01,2001,Unprovoked,FIJI,Taveuni,,"Spearfishing, carrying his catch",M,,Y,,,fishing,unknown
2000-09-10,2000,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,M,8.0,N,17h42,,swimming,unknown
2000-05-07,2000,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Diving,M,,Y,,,diving,unknown
2000-03-14,2000,Unprovoked,AUSTRALIA,New South Wales,"McMasters Beach, Central Coast",Surfing,M,,N,19h30,"Tiger shark, 4 m [13'] ?",surfing,tiger shark
1999-07-04,1999,Unprovoked,USA,Florida,"Pensacola  Beach, Escambia County",Wading in school of baitfish,F,30.0,N,Afternoon,"Blacktip shark, 1.8 m [6']",swimming,other shark
1998-05-16,1998,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Swimming / surfing,M,24.0,N,15h00,,surfing,unknown
1997-02-03,1997,Watercraft,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Rowing,F,49.0,N,,,other,unknown
1996-09-06,1996,Unprovoked,NEW ZEALAND,Chatham Islands,Waihere Bay,Diving for abalone,M,23.0,N,10h00,White shark,diving,white shark
1995-06-17,1995,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,45.0,N,18h30?,1.8 m [6'] shark,swimming,other shark
1995-06-16,1995,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,F,10.0,N,14h00,6' shark,swimming,other shark
1995-03-05,1995,Unprovoked,BRAZIL,Maranhão,"Praia do Olho D'Água, São Luis",Swimming,,,Y,Afternoon,,swimming,unknown
1994-09-11,1994,Sea Disaster,USA,Florida,Florida Straits,Adrift on refugee raft,M,,Y,,,other,unknown
1994-07-09,1994,Unprovoked,REUNION,Saint-Denis,Barachois,Windsurfing,M,24.0,Y,13h45,3 to 3.5 m [10' to 11.5'] bull shark,surfing,other shark
1994-06-24,1994,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Spearfishing,M,30.0,N,15h30,1.8 m [6'] shark,fishing,other shark
1992-08-18,1992,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,22.0,N,17h00,5.5 m to 6 m [18' to 20'] white shark,surfing,other shark
1991-12-04,1991,Unprovoked,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah diving for sea urchins,M,25.0,N,15h06,6 m [20'] white shark,diving,other shark
1991-07-01,1991,Unprovoked,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,M,32.0,N,09h30,5 m [16.5'] white shark,surfing,other shark
1991-06-28,1991,Unprovoked,HONG KONG,Kowloon Peninsula,Sai Kung,Fishing,M,,Y,,,fishing,unknown
1989-11-22,1989,Unprovoked,AUSTRALIA,Victoria,Kilcunda,Surfing,M,32.0,N,,White shark,surfing,white shark
1989-06-03,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie,Free diving,M,28.0,N,15h30,2.5 m [8.25'] white shark,diving,other shark
1988-10-10,1988,Unprovoked,USA,Florida,"Playalinda, Brevard County",Surfing,M,23.0,N,18h30,1.2 m to 1.5 m [4' to 5'] shark,surfing,other shark
1988-01-05,1988,Provoked,SOUTH AFRICA,Western Cape Province,Great Brak River,"Returning to shore, collided with shark",,,N,,6 m shark,other,other shark
1987-04-19,1987,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Fishing,M,,,,Shark involvement prior to death was not confirmed,fishing,other shark
1987-02-19,1987,Sea Disaster,SOLOMON ISLANDS,Between Honiara & Isabel Island,,The inter-island ferry Vula sank in heavy weather,,,Y,,,other,unknown
1986-10-17,1986,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,NSB Meshing,M,,N,,"Raggedtooth shark, 1.96 m, 140-kg",other,other shark
1986-10-01,1986,Unprovoked,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",,,,,,,other,unknown
1985-11-11,1985,Provoked,AUSTRALIA,Queensland,Gladstone,Fishing,M,,N,Afternoon,1m shark,fishing,other shark
1985-11-03,1985,Provoked,USA,California,5 miles south of Redondo Beach,Fishing,M,24.0,N,,,fishing,unknown
1984-07-22,1984,Invalid,SOUTH AFRICA,Western Cape Province,Cape Point,Spearfishing,M,21.0,,11h00,Shark involvement prior to death was not confirmed,fishing,other shark
1983-12-24,1983,Unprovoked,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",Scuba diving for abalone,M,48.0,N,,12' white shark,diving,other shark
1983-06-29,1983,Unprovoked,USA,Florida,"Off 12th Street, Miami Beach",Swimming,M,42.0,N,11h00,,swimming,unknown
1983-03-10,1983,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,,N,,,surfing,unknown
1981-02-02,1981,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,15.0,N,13h30,1.8 m to 2.4 m [6' to 8'] hammerhead shark,surfing,other shark
,1980,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",Surfing,M,,N,,,surfing,unknown
1979-11-27,1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20.0,N,10h20,"White shark, 4 m [13']",surfing,white shark
1979-08-26,1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,,,M,16.0,Y,,,other,unknown
1979-05-03,1979,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mbibi,Scuba diving,M,,Y,>12h00,,diving,unknown
1979-04-08,1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,24.0,N,13h20,,swimming,unknown
1976-07-16,1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Scuba diving,M,18.0,Y,,,diving,unknown
1976-06-01,1976,Watercraft,AUSTRALIA,Queensland,Off Stradbroke Island,Sitting in bow of her father's 5 m boat,F,,N,,1.5 m [5'] shark,watercraft,other shark
1975-12-06,1975,Unprovoked,USA,California,Farallon Islands,Scuba diving & spearfishing,M,27.0,N,12h00,White shark,fishing,white shark
1975-10-12,1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,20.0,N,,Bronze whaler,surfing,other shark
1975-08-09,1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",Free diving for abalone,M,44.0,N,13h30,White shark,diving,white shark
1975-07-23,1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County","Diving for abaone (Scuba, but at surface)",M,23.0,N,14h30,"White shark, 5.8 m [19']",surfing,white shark
1975-01-01,1975,Unprovoked,REUNION,,,,M,,Y,,,other,unknown
1973-01-01,1973,Unprovoked,PALAU,Aulong Island,Aulong Channel,Scuba diving (submerged),M,,N,,Tiger shark,diving,tiger shark
1972-10-21,1972,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach,Surfing,M,19.0,N,,"Bronze whaler shark, 10'",surfing,other shark
1972-06-10,1972,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,22.0,N,11h30,4.5' shark,surfing,other shark
1971-12-23,1971,Unprovoked,AUSTRALIA,New South Wales,Smokey Cape,,,22.0,N,,,other,unknown
1970-12-17,1970,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhasoka, Inhambe Bay",Fishing for prawns,M,18.0,Y,15h00,,fishing,unknown
1970-09-02,1970,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",,M,20.0,N,,,other,unknown
,1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,"Fishing, trying to catch the end of his fishing line",M,35.0,N,Afternoon,,fishing,unknown
1969-07-27,1969,Provoked,ENGLAND,,,,M,,N,,,other,unknown
1968-12-26,1968,Provoked,AUSTRALIA,New South Wales,"Marineland Aquarium, Manley, Sydney",Feeding mullet to sharks,M,27.0,N,Morning,"Grey nurse shark, 10'",other,other shark
1967-10-01,1967,Unprovoked,TONGA,,,Swimming,M,17.0,N,,,swimming,unknown
1967-09-13,1967,Provoked,ITALY,Brindisi Province,Brindisi,Scuba diving,M,21.0,,,2 m shark,diving,other shark
1967-09-01,1967,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,M,23.0,Y,,3.7 m [12'] shark,fishing,other shark
1967-08-27,1967,Provoked,USA,California,Ventura,Pulling shark from the water,M,24.0,N,14h30,5' blue shark,other,other shark
,1967,Provoked,AUSTRALIA,South Australia,Outer Harbor,,M,30.0,N,Morning,Bronze whaler shark,other,other shark
1966-12-27,1966,Provoked,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,29.0,N,,"Grey nurse shark, 1.5 m [5']",fishing,other shark
1966-07-03,1966,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,46.0,,07h00,Invalid,diving,unknown
,1966,Invalid,USA,California,"Huntington Beach, Orange County",Walking,F,15.0,,After lunch,Shark involvement not confirmed,other,other shark
1965-09-12,1965,Provoked,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing (rod & line),M,,N,14h00,0.9 m [3'] shark,fishing,other shark
1965-08-26,1965,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15.0,N,17h30,,swimming,unknown
1964-07-27,1964,Provoked,USA,Puerto Rico,,,M,22.0,N,11h00,Nurse shark,other,other shark
1964-07-16,1964,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Island Rock,Searching for remains of  Dr. Marais,M,30.0,N,,Zambesi shark,other,other shark
1963-10-15,1963,Provoked,NORTH PACIFIC OCEAN,,,Fishing for sharks,M,20.0,N,,,fishing,unknown
,1962,Unprovoked,ITALY,Tyrrhenian Sea,"Circeo, Secca del Faro",Diving,M,,N,,White shark,diving,white shark
1962-06-25,1962,Invalid,USA,Florida,"Fernandina Beach, Nassau County",U.S. Airforce crewman reported missing after bailing out of jet,M,,,,Shark involvement not confirmed,other,other shark
1962-06-03,1962,Unprovoked,USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County",Free diving,M,31.0,N,12h00,,diving,unknown
1961-10-01,1961,Watercraft,VANUATU,Shefa Province,Lelepa Island,Paddling outrigger canoe,M,,N,,Two shark's teeth recovered from canoe,other,other shark
1961-09-24,1961,Provoked,TANZANIA,,Near entrance to Dar-es-Salaam Harbour,Fishing,M,42.0,N,07h00,,fishing,unknown
